id	text	title
104	Women's World Cup Final as the USWNT defeated Japan 5–2 to win its third FIFA Women's World Cup. Morgan played in all 7 World Cup Finals matches and started every match since being restored to the starting 11 against Nigeria.International summaryUpdated through 2016-01-01International goals*An assist to Sydney Leroux in 2013 Algarve was counted in the official match summary, but was disputed in at least one report, and the official 2013 total listed 4 instead of 5 assists.Other workIn 2012, Morgan signed with Simon & Schuster Children's Publishing to pen The Kicks, a four-book series for middle schoolers. The main characters	Alex Morgan
105	"are four young girls centered on the themes of friendship, leadership, and soccer. In a statement released by Simon & Schuster, Morgan said she wanted her books to ""inspire young girls"" and ""celebrate"" her love of soccer. On September 1, 2012, the publisher set the release date for the first novel, Saving The Team, on May 14, 2013, and second novel, Sabotage Season, on September 3, 2013. The first novel, Saving the Team (ISBN 1442485701), debuted at number seven on the The New York Times Best Seller list for Children's Middle Grade. Amazon Studios has ordered the pilot for The"	Alex Morgan
106	Kicks, a single-camera live-action kids comedy, based on her best-selling series of books, with David Babcock (ABC Family’s Twisted) serving as writer and showrunner.EndorsementsMorgan has signed endorsement deals with Nike, Panasonic, and Coca-Cola. In July 2011, she signed a one-year endorsement deal with Bank of America. In September of the same year, she co-starred with national teammate Hope Solo in a television commercial promoting ESPN's SportsCenter. In January 2012, Morgan and national teammate Heather Mitts became brand ambassadors for health product company, GNC. The same year, she made appearances on behalf of Ubisoft promoting the launch of their video game,	Alex Morgan
107	Just Dance 4. In 2013, she appeared in television commercials for Bridgestone. She joined a two-year partnership as the spokesperson for ChapStick in October 2013. In 2015, she starred in a Nationwide Mutual Insurance Company commercial that that was broadcast nationwide in the United States.In mediaMorgan has been featured in a number of magazines including the 2012 Sports Illustrated Swimsuit Issue, where she appeared in a section composed of athletes in body paint. She appeared in the 2013 music issue of ESPN The Magazine replicating Katy Perry's One of the Boys album cover. In May 2015, Morgan was featured on	Alex Morgan
108	"the cover of ESPN Magazine with teammates Abby Wambach and Sydney Leroux.In 2013, Morgan appeared in the ESPN documentary series, Nine for IX. The Nine for IX documentary, The 99ers, in which she appeared focused on the success and legacy of the national team squad that won the 1999 FIFA Women's World Cup.In January 2015, Morgan appeared as herself on the Nickelodeon show Nicky, Ricky, Dicky & Dawn. The episode was titled ""The Quad-Test"". It aired first week of May on the popular kids network YTV.In April 2015, Morgan joined Abby Wambach on American Idol to announce that the show's"	Alex Morgan
109	season winner would record the official song for Fox's coverage of the 2015 FIFA Women's World Cup. In May of the same year, her likeness appeared on The Simpsons along with Christen Press and Abby Wambach.In July 2015, Morgan, and her Portland Thorns teammates Christine Sinclair and Steph Catley became the first female athletes to appear on the cover of EA Sports' latest FIFA video game, FIFA 16. Morgan, Sinclair, and Catley were chosen to appear on its region-specific packaging in the U.S., Canada, and Australia, respectively, alongside Lionel Messi, who appears in worldwide versions of the game. FIFA 16	Alex Morgan
110	"was also the first edition of the franchise to include women's teams in the game.Personal lifeMorgan married Servando Carrasco, also a soccer player, on December 31, 2014. The two met at UC Berkeley where they both played soccer. Although her teammates rarely use it anymore, Morgan was given the nickname ""Baby Horse"" by her teammates on the U.S. women's national team for her speed, running style, and youth.Honors and awardsClubWestern New York FlashWPS Championship: 2011Portland Thorns FCNWSL Championship: 2013InternationalOlympic Gold Medal: 2012FIFA Women's World Cup: 2015, Runner-up: 2011FIFA U-20 Women's World Cup: 2008Algarve Cup: 2011, 2013, 2015Four Nations Tournament: 2011CONCACAF"	Alex Morgan
111	Women's Championship: 2014IndividualFIFA U-20 Women's World Cup Silver Ball: 2008NCAA All-American First-Team: 2010Pac-10 Conference First-Team: 2008, 2009, 2010ESPY Award Best Breakthrough Athlete Nominee and Best Moment Nominee: 2012, 2013Women's Sports Foundation Sportswoman of the Year, Team Sport: 2012U.S. Soccer Athlete of the Year: 20123rd Place FIFA World Player of the Year: 2012National Women's Soccer League Second Best XI: 2013CONCACAF Player of the Year: 2013USSF U.S. Soccer Team All-Time XI: 2013See alsoList of Olympic medalists in footballList of FIFA Women's World Cup goalscorersList of University of California, Berkeley alumni in sportsReferencesMatch reportsExternal linksOfficial websiteAlex Morgan – FIFA competition recordUS Soccer player	Alex Morgan
112	profilePortland Thorns player profileUC Berkeley player profile	Alex Morgan
113	"Lionel Andrés ""Leo"" Messi (Spanish pronunciation: [ljoˈnel anˈdɾes ˈmesi]; born 24 June 1987) is an Argentine professional footballer who plays as a forward for Spanish club Barcelona and the Argentina national team. Often considered the best player in the world and rated by many in the sport as the greatest of all time, Messi is the only football player in history to win the FIFA Ballon d'Or five times, four of which he won consecutively, and the first player to win three European Golden Shoes. With Barcelona he has won seven La Liga titles and four UEFA Champions League titles,"	Lionel Messi
114	as well as three Copa del Rey titles. A prolific goalscorer, Messi holds the Guinness World Records titles for most goals scored in La Liga (296), a La Liga season (50), a calendar year (91), a Champions League match (five), and most Champions League seasons (five).Born and raised in central Argentina, Messi was diagnosed with a growth hormone deficiency as a child. At age 13, he relocated to Spain to join Barcelona, who agreed to pay for his medical treatment. After a fast progression through Barcelona's youth academy, Messi made his competitive debut aged 17 in October 2004. Despite being	Lionel Messi
115	injury-prone during his early career, he established himself as an integral player for the club within the next three years, finishing 2007 as a finalist for both the Ballon d'Or and FIFA World Player of the Year award, a feat he repeated the following year. His first uninterrupted campaign came in the 2008–09 season, during which he helped Barcelona achieve the first treble in Spanish football. At 22 years old, Messi won the Ballon d'Or and FIFA World Player of the Year award by record voting margins.Three successful seasons followed, with Messi winning three consecutive FIFA Ballons d'Or, including an	Lionel Messi
116	unprecedented fourth. His personal best campaign to date was the 2011–12 season, in which he set the La Liga and European records for most goals scored in a single season, while establishing himself as Barcelona's all-time top scorer in official competitions in March 2012. He again struggled with injury during the following two seasons, twice finishing second for the Ballon d'Or behind Cristiano Ronaldo, his perceived career rival. Messi regained his best form during the 2014–15 campaign, breaking the all-time goalscoring records in both La Liga and the Champions League in November 2014, and led Barcelona to a historic second	Lionel Messi
117	treble.As an Argentine international, Messi has represented his country in six major tournaments. At youth level, he won the 2005 FIFA World Youth Championship, finishing the tournament as its best player and top scorer, and an Olympic gold medal at the 2008 Summer Olympics. His style of play as a diminutive, left-footed dribbler drew comparisons with compatriot Diego Maradona, who declared the teenager his successor. After making his senior debut in August 2005, Messi became the youngest Argentine to play and score in a FIFA World Cup during the 2006 edition, and reached the final of the 2007 Copa América,	Lionel Messi
118	where he was named young player of the tournament. As the squad's captain since August 2011, he led Argentina to the finals of the 2014 World Cup and the 2015 Copa América, and both times was selected as player of the tournament.Early lifeLionel Andrés Messi was born on 24 June 1987 in Rosario, Santa Fe, the third of four children of Jorge Messi, a steel factory manager, and his wife Celia Cuccittini, who worked in a magnet manufacturing workshop. On his father's side, he is of Italian and Spanish heritage, the great-grandson of immigrants from Marche and Catalonia, and on	Lionel Messi
119	"his mother's side, he is of primarily Italian descent. Growing up in a tight-knit, football-loving family, ""Leo"" developed a passion for the sport from an early age, playing constantly with his older brothers, Rodrigo and Matías, and his cousins, Maximiliano and Emanuel Biancucchi, both of whom became professional footballers. At the age of four years, he joined local club Grandoli, where he was coached by his father, though his earliest influence as a player came from his maternal grandmother, Celia, who accompanied him to training and matches. He was greatly affected by her death, shortly before his eleventh birthday; since"	Lionel Messi
120	"then, as a devout Catholic, he has celebrated his goals by looking up and pointing to the sky in tribute of his grandmother.A lifelong supporter of Newell's Old Boys, Messi joined the Rosario club when he was six years old. During the six years he played for Newell's, he scored almost 500 goals as a member of ""The Machine of '87"", the near-unbeatable youth side named for the year of their birth, and regularly entertained crowds by performing ball tricks during half-time of the first team's home games. However, his future as a professional player was threatened when, at age"	Lionel Messi
121	10, he was diagnosed with a growth hormone deficiency. As his father's health insurance covered only two years of growth hormone treatment, which cost at least $1000 per month, Newell's agreed to contribute, but later reneged on their promise. He was scouted by Buenos Aires club River Plate, whose playmaker, Pablo Aimar, he idolised, but they were also unable to pay for his treatment due to the country's economic collapse.As the Messi family had relatives in Catalonia, they sought to arrange a trial with Barcelona in September 2000. First team director Charly Rexach immediately wanted to sign him, but the	Lionel Messi
122	board of directors hesitated; at the time it was highly unusual for European clubs to sign foreign players of such a young age. On 14 December, an ultimatum was issued for Barcelona to prove their commitment, and Rexach, with no other paper at hand, offered a contract on a paper napkin. In February 2001, the family relocated to Barcelona, where they moved into an apartment nearby the club's stadium, Camp Nou. During his first year in Spain, Messi rarely played with the Infantiles due to a transfer conflict with Newell's; as a foreigner, he could only be fielded in friendlies	Lionel Messi
123	and the Catalan league. Without football, he struggled to integrate into the team; already reserved by nature, he was so quiet that his teammates initially believed he was mute. At home, he suffered from homesickness after his mother moved back to Rosario with his brothers and little sister, María Sol, while he stayed in Barcelona with his father.After a year at Barcelona's youth academy, La Masia, Messi was finally enrolled in the Spanish Football Federation in February 2002. Now playing in all competitions, he befriended his teammates, among whom were Cesc Fàbregas and Gerard Piqué. After completing his growth hormone	Lionel Messi
124	"treatment aged 14, Messi became an integral part of the ""Baby Dream Team"", Barcelona's greatest-ever youth side. During his first full season, in 2002–03, he was top scorer with 36 goals in 30 games for the Cadetes A, who won an unprecedented treble of the league and both the Spanish and Catalan cups. The Copa Catalunya final, a 4–1 victory over Espanyol, became known in club lore as the partido de la máscara, the final of the mask. A week after suffering a broken cheekbone during a league match, Messi was allowed to start the game on the condition that"	Lionel Messi
125	he wear a plastic protector; soon hindered by the mask, he took it off and scored two goals in 10 minutes before his substitution. At the close of the season, he received an offer to join Arsenal, his first from a foreign club, but while Fàbregas and Piqué soon left for England, he chose to remain in Barcelona.Barcelona2003–05: Rise to the first teamDuring the 2003–04 season, his fourth with Barcelona, Messi rapidly progressed through the club's ranks, debuting for a record five teams in a single campaign. After being named player of the tournament in four international pre-season competitions with	Lionel Messi
126	the Juveniles B, he played only one official match with the team before being promoted to the Juveniles A, where he scored 18 goals in 11 league games. Messi was then one of several youth players called up to strengthen a depleted first team during the international break. At 16 years, four months, and 23 days old, he made his first team debut when he came on in the 75th minute during a friendly against José Mourinho's Porto on 16 November 2003. His performance, creating two chances and a shot on goal, impressed the technical staff, and he subsequently began	Lionel Messi
127	"training daily with the club's reserve side, Barcelona B, as well as weekly with the first team. After his first training session with the senior squad, Barça's new star player, Ronaldinho, told his teammates that he believed the 16-year-old would become an even better player than himself. Ronaldinho soon befriended Messi, whom he called ""little brother,"" which greatly eased his transition into the first team.To gain further match experience, Messi joined Barcelona C in addition to the Juveniles A, playing his first game for the third team on 29 November. He helped save them from the relegation zone of the"	Lionel Messi
128	Tercera División, scoring five goals in 10 games, including a hat-trick in eight minutes during a Spanish Cup match while man-marked by Sevilla's Sergio Ramos. His progress was reflected in his first professional contract, signed on 4 February 2004, which lasted until 2012 and contained an initial buyout clause of €30 million. A month later, on 6 March, he made his debut for Barcelona B in the Segunda División B, and his buyout clause automatically increased to €80 million. He played five games with the B team that season but did not score. Physically he was weaker than his opponents,	Lionel Messi
129	who were often much older and taller, and in training he worked on increasing his muscle mass and overall strength in order to be able to shake off defenders. Towards the end of the season, he returned to both youth teams, helping the Juveniles B win the league. He finished the campaign having scored for four of his five teams with a total of 36 goals in all official competitions.During the 2004–05 season, Messi was a guaranteed starter for the B team, playing 17 games throughout the campaign and scoring on six occasions. Since his debut the previous November, he	Lionel Messi
130	had not been called up to the first team again, but in October 2004, the senior players asked manager Frank Rijkaard to promote him. Since Ronaldinho already played on the left wing, Rijkaard moved Messi from his usual position onto the right flank, though initially against the player's wishes, allowing him to cut into the centre of the pitch and shoot with his dominant left foot. Messi made his league debut during the next match on 16 October, against Espanyol, coming on in the 82nd minute. At 17 years, three months, and 22 days old, he was at the time	Lionel Messi
131	the youngest player to represent Barcelona in an official competition. As a substitute player, he played only 77 minutes in nine matches for the first team that season, including his debut in the UEFA Champions League against Shakhtar Donetsk. He scored his first senior goal on 1 May 2005, against Albacete, from an assist by Ronaldinho, becoming at that time the youngest-ever scorer for the club. Barcelona, in their second season under Rijkaard, won the league for the first time in six years.2005–08: Making the starting elevenOn 24 June 2005, his 18th birthday, Messi signed his first contract as a	Lionel Messi
132	senior team player. It made him a Barcelona player until 2010, two years less than his previous contract, but his buyout clause increased to €150 million. His breakthrough came two months later, on 24 August, during the Joan Gamper trophy, Barcelona's pre-season competition. A starter for the first time, he gave a well-received performance against Fabio Capello's Juventus, receiving an ovation from the Camp Nou. While Capello requested to loan Messi, a bid to buy him came from Inter Milan, who were willing to pay his buyout clause and triple his wages. According to then-president Joan Laporta, it was the	Lionel Messi
133	only time the club faced a real risk of losing Messi, but he ultimately decided to stay. On 16 September, his contract was updated for the second time in three months and extended to 2014.Due to issues regarding his legal status in the Spanish Football Federation, Messi missed the start of La Liga, but on 26 September, he acquired Spanish citizenship and became eligible to play. Wearing the number 19 shirt, he gradually established himself as the first-choice right winger, forming an attacking trio with Ronaldinho and striker Samuel Eto'o. He was in the starting line-up in major matches like	Lionel Messi
134	his first clásico against rivals Real Madrid on 19 November, as well as their away victory over Chelsea in the last 16 round of the Champions League, where he played his best match to that point. After he had scored 8 goals in 25 games, including his first in the Champions League, his season ended prematurely during the return leg against Chelsea on 7 March 2006, when he suffered a torn hamstring. Messi worked to regain fitness in time for the Champions League final, but was told the day of the final, 17 May, that he was not fit enough	Lionel Messi
135	to play. He was so disappointed that he did not celebrate their victory over Arsenal in Paris, something he later came to regret.While Barcelona began a gradual decline, the 19-year-old Messi established himself as one of the best players in the world during the 2006–07 campaign. Already an idol to the culés, the club's supporters, he scored 17 goals in 36 games across all competitions. However, he continued to be plagued by major injuries; a metatarsal fracture sustained on 12 November 2006 kept him out of action for three months. He recovered in time for the last 16 round of	Lionel Messi
136	the Champions League against Liverpool, but was effectively marked out of the game; Barcelona, the reigning champions, were out of the competition. In the league, his goal contribution increased towards the end of the season; 11 of his 14 goals came from the last 13 games. On 10 March 2007, he scored his first hat-trick in a clásico, the first player to do so in 12 years, equalizing after each goal by Real Madrid to end the match in a 3–3 draw in extra time. His growing importance to the club was reflected in a new contract, signed that month,	Lionel Messi
137	which greatly increased his wages.Already frequently compared to compatriot Diego Maradona, Messi proved their similarity when he nearly replicated Maradona's two most famous goals in the span of three weeks. During a Copa del Rey semi-final against Getafe on 18 April, he scored a goal remarkably similar to Maradona's goal in the quarter-finals of the 1986 FIFA World Cup, known as the Goal of the Century. Messi collected the ball on the right side near the halfway line, ran 60 metres (200 ft), and beat five defenders before scoring with an angled finish, just as Maradona had done. A league	Lionel Messi
138	"match against Espanyol on 9 June saw him score by launching himself at the ball and guiding it past the goalkeeper with his hand in similar fashion to Maradona's Hand of God goal in the same World Cup match. As Messi continued his individual rise, Barcelona faltered; the team failed to reach the Copa del Rey final after Messi was rested during the second leg against Getafe and lost the league to Real Madrid on goal average.After Ronaldinho lost form, Messi became Barça's new star player at only 20 years old, receiving the nickname ""Messiah"" from the Spanish media. His"	Lionel Messi
139	efforts in 2007 also earned him award recognition; journalists voted him the third-best player of the year for the Ballon d'Or, behind Kaká and runner-up Cristiano Ronaldo, while international managers and national team captains voted him second for the FIFA World Player of the Year award, again behind Kaká. Although he managed to score 16 goals during the 2007–08 campaign, the second half of his season was again marred by injuries after he suffered a torn hamstring on 15 December. He returned to score twice in their away victory against Celtic in the last 16 round of the Champions League,	Lionel Messi
140	becoming the competition's top scorer at that point with six goals, but reinjured himself during the return leg on 4 March 2008. Rijkaard had fielded him despite warning from the medical staff, leading captain Carles Puyol to criticise the Spanish media for pressuring Messi to play every match. Barcelona finished the season without trophies, eliminated in the Champions League semi-finals by the eventual champions, Manchester United, and placed third in the league.2008–09: Winning the sextupleAfter two unsuccessful seasons, Barcelona were in need of an overhaul, leading to the dismissals of Rijkaard and Ronaldinho. Upon the latter's departure, Messi was given	Lionel Messi
141	the number 10 shirt. He signed a new contract in July 2008 on an annual salary of €7.8 million, becoming the club's highest-paid player. Ahead of the new season, a major concern remained his frequent muscular injuries, which had left him side-lined for a total of eight months between 2006 and 2008. To combat the problem, the club implemented new training, nutrition, and lifestyle regimens, and assigned him a personal physiotherapist, who would travel with him during call-ups for the Argentina national team. As a result, Messi remained virtually injury-free during the next four years, allowing him to reach his	Lionel Messi
142	full potential. In his first uninterrupted campaign, the 2008–09 season, he scored 38 goals in 51 games, contributing alongside Eto'o and winger Thierry Henry to a total of 100 goals in all competitions, a record at the time for the club. Despite his injuries early in the year, his performances in 2008 saw him again voted runner-up for the Ballon d'Or and the FIFA World Player of the Year award, both times behind Cristiano Ronaldo.During his first season under Barcelona's new manager, former captain Pep Guardiola, Messi played mainly on the right wing, like he had under Rijkaard, though this	Lionel Messi
143	time as a false winger with the freedom to cut inside and roam the centre. During a clásico on 2 May 2009, however, he played for the first time as a false nine, positioned as a centre-forward but dropping deep into midfield to link up with Xavi and Andrés Iniesta. He assisted with a chip his side's first goal and scored twice to end the match in an emphatic 6–2 victory, their greatest-ever score at Real Madrid's Bernabéu stadium. Returning to the wing, he played his first final since breaking into the first team on 13 May, scoring once and	Lionel Messi
144	assisting a second goal as they defeated Athletic Bilbao 4–1 to win the Copa del Rey. With 23 league goals from Messi that season, they were crowned La Liga champions three days later to win their fifth double.As the season's Champions League top scorer with nine goals, the youngest in the tournament's history, Messi scored two goals and assisted two more to ensure a 4–0 quarter-final victory over Bayern Munich. He returned as a false nine during the final on 27 May in Rome, where they faced Manchester United. When he headed the ball over goalkeeper Edwin van der Sar	Lionel Messi
145	to make the end score 2–0, Barcelona were champions of Europe, achieving the first treble in the history of Spanish football. Their success was reflected in a new contract, signed on 18 September, which committed Messi to the club through 2016 with a new buyout clause of €250 million, while his salary increased to €12 million. Barça's prosperity continued into the second half of 2009, as they became the first club to achieve the sextuple, winning six top-tier trophies in a single year. After victories in the Supercopa de España and UEFA Super Cup in August, they won the FIFA	Lionel Messi
146	Club World Cup against Estudiantes on 19 December, with Messi scoring the winning 2–1 goal with his chest. At 22 years old, Messi won the Ballon d'Or and the FIFA World Player of the Year award, both times by the greatest voting margin in each trophy's history.2010–11: Continued successUnsatisfied with his position on the right wing, Messi resumed playing as a false nine in early 2010, beginning with a Champions League last 16 round match against Stuttgart. After a first-leg draw, they won the second leg 4–0 with two goals and an assist from Messi. At that point, he effectively	Lionel Messi
147	became the tactical focal point of Guardiola's team, and his goalscoring rate increased. Messi scored a total of 47 goals in all competitions that season, equal to Ronaldo's club record from the 1996–97 campaign. He notably scored all of his side's four goals in the Champions League quarter-final against Arsène Wenger's Arsenal on 6 April, a rare achievement, while becoming Barcelona's all-time top scorer in the competition. Although they were eliminated in the Champions League semi-finals by the eventual champions, Inter Milan, Messi finished the season as top scorer, with eight goals, for the second consecutive year. As league top	Lionel Messi
148	scorer in Spain and Europe with 34 goals, again tying Ronaldo's record, he helped Barcelona win La Liga with only a single defeat.Messi secured their first trophy of the 2010–11 campaign, the Supercopa de España, by scoring a hat-trick in their 4–0 victory over Sevilla, after a first-leg defeat. Assuming a playmaking role, he was again instrumental in a clásico on 29 November 2010, the first with José Mourinho in charge of Real Madrid, as Barcelona defeated their rivals 5–0. Messi helped the team achieve 16 consecutive league victories, a record in Spanish football, concluding with another hat-trick against Atlético	Lionel Messi
149	Madrid on 5 February 2011. His club performances in 2010 earned him the inaugural FIFA Ballon d'Or, an amalgamation of the Ballon d'Or and the FIFA World Player of the Year award, though his win was met with some criticism due to his lack of success with Argentina at the 2010 FIFA World Cup. Under the award's old format, he would have placed just outside the top three, owing his win to the votes from the international coaches and captains.Towards the end of the season, Barcelona played four controversial clásicos in the span of 18 days. A league match on	Lionel Messi
150	16 April ended in a draw after a penalty from Messi, securing their third consecutive La Liga title. In addition to his 31 goals, Messi was the league's top assist provider with 18 assists. After they lost the Copa del Rey final four days later, he scored both goals in their 2–0 win in the first leg of the Champions League semi-finals, the second of which—a dribble past three players—was acclaimed as one of the best ever in the competition. Although he did not score, he was again important in the second-leg draw that sent them through to the Champions	Lionel Messi
151	League final, where they faced Manchester United in a repeat of the final two years earlier. As the competition's top scorer for the third consecutive year, with 12 goals, Messi gave a man-of-the-match performance at Wembley on 28 May, scoring the match-winning goal of their 3–1 victory. He finished the season with 53 goals and 24 assists in all competitions, becoming Barcelona's all-time single-season top scorer and the first player in Spanish football to reach the 50-goal benchmark.As Messi developed into a combination of a number eight (a creator), a nine (scorer), and a 10 (assistant), he scored an unprecedented	Lionel Messi
152	73 goals and provided 29 assists in all club competitions during the 2011–12 season, producing a hat-trick or more on 10 occasions. He began the campaign by helping Barcelona win both the Spanish and European super cups; in the Supercopa de España, he scored three times to achieve a 5–4 aggregate victory over Real Madrid, overtaking Raúl as the competition's all-time top scorer with eight goals. At the close of the year, on 18 December, he scored twice in the FIFA Club World Cup final, a 4–0 victory over Santos, winning the Golden Ball as the best player of the	Lionel Messi
153	tournament, as he had done two years previously. For his efforts in 2011, he again received the FIFA Ballon d'Or, becoming only the fourth player in history to win the Ballon d'Or three times, after Johan Cruyff, Michel Platini, and Marco van Basten. Additionally, he won the inaugural UEFA Best Player in Europe Award, a revival of the old-style Ballon d'Or. By then, Messi was widely considered one of the best players in history, alongside legends like Diego Maradona and Pelé.2012: A record-breaking yearAs Messi maintained his goalscoring form into the second half of the season, the year 2012 saw	Lionel Messi
154	him break several longstanding records. On 7 March, two weeks after scoring four goals in a league fixture against Valencia, he scored five times in a Champions League last 16 round match against Bayer Leverkusen, an unprecedented achievement in the history of the competition. In addition to being the joint top assist provider with five assists, this feat made him top scorer with 14 goals, tying José Altafini's record from the 1962–63 season, as well as becoming only the second player after Gerd Müller to be top scorer in four campaigns. Two weeks later, on 20 March, Messi became the	Lionel Messi
155	top goalscorer in Barcelona's history at 24 years old, overtaking the 57-year record of César Rodríguez's 232 goals with a hat-trick against Granada.Despite Messi's individual form, Barcelona's four-year cycle of success under Guardiola—one of the greatest eras in the club's history—drew to an end. Although they won the Copa del Rey against Athletic Bilbao on 25 May, their fourteenth title of that period, they had lost the league to Real Madrid and were eliminated in the Champions League semi-finals by the eventual champions, Chelsea, with Messi sending a crucial second-leg penalty kick against the crossbar. In their last home league	Lionel Messi
156	match on 5 May, against Espanyol, Messi scored all four goals before approaching the bench to embrace Guardiola, who had announced his resignation as manager. He finished the season as league top scorer in Spain and Europe for a second time, with 50 goals, an all-time La Liga record, while his 73 goals in all competitions surpassed Gerd Müller's 67 goals in the 1972–73 Bundesliga season, making him the single-season top scorer in the history of European club football.Under manager Tito Vilanova, who had first coached him aged 14 at La Masia, Messi helped the club achieve their best-ever start	Lionel Messi
157	"to a La Liga season during the second half of the year, amassing 55 points by the competition's midway point, a record in Spanish football. A double scored on 9 December against Real Betis saw him break two longstanding records: he surpassed César Rodríguez's record of 190 league goals, becoming Barcelona's all-time top scorer in La Liga, and Gerd Müller's record of most goals scored in a calendar year, overtaking his 85 goals scored in 1972 for Bayern Munich and Germany. He sent Müller a number 10 Barcelona shirt, signed ""with respect and admiration"", after breaking his 40-year record. At"	Lionel Messi
158	the close of the year, Messi had scored an unprecedented 91 goals in all competitions for Barcelona and Argentina. Although FIFA did not acknowledge the achievement, citing verifiability issues, he received the Guinness World Records title for most goals scored in a calendar year. As the odds-on favourite, Messi again won the FIFA Ballon d'Or, becoming the only player in history to win the Ballon d'Or four times.2013–14: MessidependenceBarcelona had virtually secured their La Liga title by the start of 2013, eventually equalling Real Madrid's 100-point record of the previous season. However, their performances deteriorated in the second half of	Lionel Messi
159	the 2012–13 campaign, concurrently with Vilanova's absence due to ill health. After losing successive clásicos, including the Copa del Rey semi-finals, they were nearly eliminated in the first knockout round of the Champions League by A.C. Milan, but a revival of form in the second leg led to a 4–0 comeback, with two goals and an assist from Messi. Now in his ninth senior season with Barcelona, Messi signed a new contract on 7 February, committing himself to the club through 2018, while his fixed wage rose to €13 million. He wore the captain's armband for the first time a	Lionel Messi
160	month later, on 17 March, in a league match against Rayo Vallecano; by then, he had become the team's tactical focal point to a degree that was arguably rivalled only by former Barcelona legends Josep Samitier, László Kubala, and Johan Cruyff. Since his evolution into a false nine three years earlier, his input into the team's attack had increased exponentially; from 24 percent in their treble-winning campaign, his goal contribution rose to more than 40 percent that season.After four largely injury-free seasons, the muscular injuries that had previously plagued Messi reoccurred. After he suffered a hamstring strain on 2 April,	Lionel Messi
161	during the first quarter-final against Paris Saint-Germain, his appearances became sporadic. In the second leg against PSG, with an underperforming Barcelona down a goal, Messi came off the bench in the second half and within nine minutes helped create their game-tying goal, which allowed them to progress to the semi-finals. Still unfit, he proved ineffective during the first leg against Bayern Munich and was unable to play at all during the second, as Barcelona were defeated 7–0 on aggregate by the eventual champions. These matches gave credence to the notion of Messidependencia, Barcelona's perceived tactical and psychological dependence on their	Lionel Messi
162	star player.Messi continued to struggle with injury throughout 2013, eventually parting ways with his long-time personal physiotherapist. Further damage to his hamstring sustained on 12 May ended his goalscoring streak of 21 consecutive league games, a worldwide record; he had netted 33 goals during his run, including a four-goal display against Osasuna, while becoming the first player to score consecutively against all 19 opposition teams in La Liga. With 60 goals in all competitions, including 46 goals in La Liga, he finished the campaign as league top scorer in Spain and Europe for the second consecutive year, becoming the first	Lionel Messi
163	player in history to win the European Golden Shoe three times. Following an irregular start to the new season under manager Tata Martino, formerly of his boyhood club Newell's Old Boys, Messi suffered his fifth injury that year when he tore his hamstring on 10 November, leaving him side-lined for two months. Despite his injuries, he was voted runner-up for the FIFA Ballon d'Or, relinquishing the award after a four-year monopoly to Cristiano Ronaldo.During the second half of the 2013–14 season, doubts persisted over Messi's form, leading to a perception among the culés that he was reserving himself for the	Lionel Messi
164	2014 FIFA World Cup. Statistically, his contribution of goals, shots, and passes had dropped significantly compared to previous seasons. He still produced fine moments, as he did when he broke two longstanding records in seven days: a hat-trick on 16 March against Osasuna saw him overtake Paulino Alcántara's 369 goals to become Barcelona's top goalscorer in all competitions including friendlies, while another hat-trick against Real Madrid on 23 March made him the all-time top scorer in El Clásico, ahead of the 18 goals scored by Real Madrid legend Alfredo Di Stéfano. Messi finished the campaign with his worst output in	Lionel Messi
165	five seasons, though he still managed to score 41 goals in all competitions. For the first time in five years, Barcelona ended the season without a major trophy; they were defeated in the Copa del Rey final by Real Madrid and lost the league in the last game to Atlético Madrid, causing Messi to be booed by sections of fans at the Camp Nou.After prolonged speculation over his future with the club, Messi signed a new contract on 19 May 2014, only a year after his last contractual update; his salary increased to €20 million, or €36 million before taxes,	Lionel Messi
166	the highest wage ever in the sport. Under their new manager, former captain Luis Enrique, Messi experienced a largely injury-free start to the 2014–15 season, allowing him to break three more longstanding records towards the end of the year. A hat-trick scored against Sevilla on 22 November made him the all-time top scorer in La Liga, as he surpassed the 59-year record of 251 league goals held by Telmo Zarra. Three days later, he scored another hat-trick against APOEL, overtaking Raúl's 71 goals to become top scorer in the history of the Champions League. A third hat-trick, scored against city	Lionel Messi
167	rivals Espanyol on 7 December, allowed him to surpass César Rodríguez as the all-time top scorer in the Derbi barceloní with 12 goals. Messi again placed second in the FIFA Ballon d'Or behind Cristiano Ronaldo, largely owing to his second-place achievement with Argentina at the World Cup.2015: A historic trebleAt the start of 2015, Barcelona were perceived to be headed for another disappointing end to the season, with renewed speculation in the media that Messi was leaving the club. A turning point came on 11 January during a 3–1 victory over Atlético Madrid, the first time Barça's attacking trident of	Lionel Messi
168	Messi, Luis Suárez, and Neymar, dubbed MSN, each scored in a match, marking the beginning of a highly successful run. After five years of playing in the centre of the pitch, Messi had returned to his old position on the right wing late the previous year, by his own suggestion according to Suárez, their striker. From there, he regained his best—arguably his best-ever—form, while Suárez and Neymar ended the team's attacking dependency on their star player. With 58 goals from Messi, the trio scored a total of 122 goals in all competitions that season, a record in Spanish football.Towards the	Lionel Messi
